1111413,Comments : LINE 2,Length : 1' - 0",SW Nailing : A,HD : HDU2
1111537,Comments : LINE 2,Length : 2' - 0",SW Nailing : A,HD : HDU2
1111590,Comments : LINE 2,Length : 3' - 0 1/8",SW Nailing : A,HD : HDU2
1111648,Comments : LINE A,Length : 3' - 3 1/4",SW Nailing : A,HD : HDU2
1111709,Comments : LINE A,Length : 3' - 8 5/8",SW Nailing : A,HD : HDU2
1111760,Comments : LINE 1,Length : 3' - 6",SW Nailing : A,HD : HDU2
1111833,Comments : LINE 1,Length : 3' - 6 1/8",SW Nailing : A,HD : HDU2
1111872,Comments : LINE B,Length : 10' - 0 1/8",SW Nailing : A,HD : HDU2
